scientific_name,order,order_num,family,family_num,genus,genus_num,species,early_interval,late_interval,max_age_mya,min_age_mya,country,state,longitude,latitude,latlng_basis,latlng_precision,formation,stratigraphy_scale,lithology,environment,assembly_composition,preservation_mode,collection_name,collection_type,life_habit,vision,diet,time_period,preservation_mode_count,presevation_mode_count_scaled,order_num_scaled,diet_scaled,country_scaled
Protypus hitchcocki,Corynexochida,19472,Dorypygidae,95207,Protypus,19669,hitchcocki,Dyeran,,515.3,509.7,US,Vermont,-73.15667,44.743889,stated in text,seconds,Parker Slate,group of beds,shale,marine indet.,macrofossils,mold/impression,USNM Loc. 25 Parkers Cobble,taxonomic,nektobenthic,well-developed,carnivore,Cambrian,0,-1.280512398105458,-0.37663776430253115,0,42
Asaphus (Asaphus) raniceps,Asaphida,19834,Asaphidae,82596,Asaphus (Asaphus),19864,raniceps,Kunda,,469.1,464.3,EU,,16.9575,57.288334,estimated from map,seconds,Holen,group of beds,limestone,marine indet.,macrofossils,body,"Haget trilobites, above bed ""f""",biostratigraphic,low-level epifaunal,well-developed,carnivore,Ordovician,1,-0.03391346657626163,-0.37339232350417834,0,13
Lonchodomas rostratus,Trinucleida,198568,Raphiophoridae,124265,Lonchodomas,20035,rostratus,Idavere,Johvi,458.0,449.9,EU,,6.083333,52.516666,,minutes,Haljala Erratics,formation,chert,carbonate indet.,macrofossils,"body,mold/impression",Zwolle,taxonomic,low-level epifaunal,blind,detritivore,Ordovician,2,1.2126854649529348,1.2290126921112443,1,13
Bonnia parvula,Corynexochida,19472,Dorypygidae,95207,Bonnia,19506,parvula,Dyeran,,515.3,509.7,CA,Labrador,-56.857777,51.459999,estimated from map,seconds,Forteau,member,limestone,"reef, buildup or bioherm","macrofossils,mesofossils",body,"K07-R2, Point Amour, Upper Limestone Member",biostratigraphic,nektobenthic,well-developed,carnivore,Cambrian,1,-0.03391346657626163,-0.37663776430253115,0,9
Cedarina cordillerae,Olenida,392207,Cedariidae,133753,Cedarina,20396,cordillerae,Guzhangian,,500.5,497.0,US,Texas,-98.614166,30.921667,estimated from map,seconds,Riley,bed,sandstone,marine indet.,macrofossils,body,LL-327,taxonomic,low-level epifaunal,well-developed,carnivore,Cambrian,1,-0.03391346657626163,2.9650455947417167,0,42
Rhombampyx yii,Trinucleida,198568,Raphiophoridae,124265,Rhombampyx,20175,yii,Dapingian,,471.3,469.4,CN,Hubei,111.374001,30.8605,estimated from map,4,Dawan,bed,shale,marine indet.,macrofossils,"body,original calcite","SHod18, Huanghuachang section",taxonomic,low-level epifaunal,blind,detritivore,Ordovician,2,1.2126854649529348,1.2290126921112443,1,10
Kettneraspis arkansana,Odontopleurida,19772,Odontopleuridae,56895,Kettneraspis,19811,arkansana,Wenlock,,432.9,426.7,US,Arkansas,-91.633331,35.766666,based on political unit,minutes,St. Clair Limestone,formation,grainstone,deep subtidal ramp,macrofossils,body,USNM 438c. Searcy Spring,taxonomic,low-level epifaunal,well-developed,carnivore,Silurian,1,-0.03391346657626163,-0.37394817248069184,0,42
Illaenurus quadratus,Corynexochida,19472,Illaenidae,124262,Illaenurus,19581,quadratus,Sunwaptan,,493.5,488.9,US,Minnesota,-91.423889,43.766666,stated in text,seconds,St. Lawrence,bed,dolomite,carbonate indet.,macrofossils,body,"Intersection of Carlson Road and Hwy 16, ∼4 km west of Hokah",taxonomic,nektobenthic,,carnivore,Cambrian,1,-0.03391346657626163,-0.37663776430253115,0,42
Aitkenaspis keelensis,Corynexochida,19472,Zacanthoididae,95208,Aitkenaspis,506900,keelensis,Delamaran,,509.7,505.3,CA,Northwest Territory,-127.264999,64.9375,stated in text,seconds,Mount Clark,bed,siltstone,marine indet.,macrofossils,body,Dodo Canyon. 35.5 m,taxonomic,nektobenthic,well-developed,carnivore,Cambrian,1,-0.03391346657626163,-0.37663776430253115,0,9
Pilletina primitiae,Phacopida,21421,Acastidae,56892,Pilletina,21707,primitiae,Pragian,,413.02,410.62,EU,Finistere,-4.366667,48.366669,based on political unit,minutes,l'Armorique,bed,limestone,marine indet.,,,"L'Armorique Point section, bed 89b, Armorican Massif",biostratigraphic,low-level epifaunal,well-developed,carnivore,Devonian,0,-1.280512398105458,-0.3591643827666484,0,13
Elvinia roemeri,Ptychopariida,20239,Elviniidae,133762,Elvinia,20484,roemeri,Franconian,Dolgellian,497.0,486.85,US,Missouri,-90.532776,37.836666,,seconds,Davis,group of beds,shale,transition zone/lower shoreface,,body,"Strimple Collection, Davis Formation, Missouri - Stitt 1983",taxonomic,low-level epifaunal,well-developed,carnivore,,1,-0.03391346657626163,-0.3697613745446953,0,42
Prokops hoeninghausi,Phacopida,21421,Phacopidae,56891,Prokops,21729,hoeninghausi,Pragian,Middle Devonian,413.02,382.31,EU,,14.0,50.0,,degrees,,,lime mudstone,shallow subtidal indet.,,body,"Reedops-Odontochile Assemblage of the Pragian(Barrandian, Cze) Assemblage 7",paleoecologic,low-level epifaunal,well-developed,carnivore,Devonian,1,-0.03391346657626163,-0.3591643827666484,0,13
Acanthoparypha evitti,Phacopida,21421,Cheiruridae,85334,Acanthoparypha,21422,evetti,Kirkfieldian,,457.3,449.6,US,"Illinois, Iowa",-90.5,42.0,estimated from map,degrees,Ion,member,limestone,carbonate indet.,macrofossils,,"Sardeson Collection, Ion Formation, Buckhorn Member, Illinois and Iowa",biostratigraphic,low-level epifaunal,well-developed,carnivore,Ordovician,0,-1.280512398105458,-0.3591643827666484,0,42
Ormistonia tesca,Proetida,21062,Proetidae,56726,Ormistonia,431138,tesca,Emsian,,410.62,393.47,CA,Nunavut,-99.0,76.300003,estimated from map,1,Blue Fiord,group of beds,limestone,shallow subtidal indet.,macrofossils,body,"Great Day Creek Section, Bathurst Island, Unit 14, Blue Fiord Formation",biostratigraphic,low-level epifaunal,well-developed,detritivore,Devonian,1,-0.03391346657626163,-0.3623829276467828,1,9
Metacanthina asnoensis,Phacopida,21421,Acastidae,56892,Metacanthina,21643,asnoensis,Emsian,,410.62,393.47,EU,Palencia,-0.866667,42.966667,estimated from map,minutes,Arauz,member,limestone,marine indet.,,,"Arauz Formation, Requejada Member, Palencia, N Spain",biostratigraphic,low-level epifaunal,well-developed,carnivore,Devonian,0,-1.280512398105458,-0.3591643827666484,0,13
Allolichas laxatus,Lichida,19721,Lichidae,123406,Allolichas,259132,laxatus,Longvillian,,457.2,455.0,EU,Lenister,-7.166667,53.416668,estimated from map,minutes,Campile,group of beds,siltstone,transition zone/lower shoreface,macrofossils,body,"Duncannon Group, Slieveroe",general faunal/floral,low-level epifaunal,well-developed,carnivore,Ordovician,1,-0.03391346657626163,-0.3744054030904045,0,13
Basilicus tyrannus,Asaphida,19834,Asaphidae,82596,Basilicus,19872,tyrannus,Late Llanvirn,,461.1,458.2,EU,Wales,-4.0,52.0,,degrees,Ffairfach Flags and Grits,bed,limestone,transition zone/lower shoreface,macrofossils,body,"Sowerbyella Assem Phase 1 Samp F51, Flags and Grits, Ffairfach Group",paleoecologic,low-level epifaunal,well-developed,carnivore,Ordovician,1,-0.03391346657626163,-0.37339232350417834,0,13
Erixanium sentum,Olenida,392207,Aphelaspidae,133754,Erixanium,20504,sentum,Warendian,,486.85,484.3,AU,Queensland,131.59166,-22.15,estimated from map,minutes,Tomahawk,group of beds,limestone,marine indet.,macrofossils,body,"Locality 85. Low strike rises of limestone in low soil plains, on road from 20-Mile Bore to Glenormiston, 9.5 kilometers NNE of 20-Mile Bore",taxonomic,low-level epifaunal,well-developed,carnivore,Ordovician,1,-0.03391346657626163,2.9650455947417167,0,4
Phorocephala setoni,Proetida,21062,Telephinidae,124259,Phorocephala,20837,setoni,Whiterockian,,471.3,457.3,US,New York,-73.416496,44.608101,based on nearby landmark,4,Day Point,,limestone,carbonate indet.,"macrofossils,mesofossils","body,replaced with silica",PB15,biostratigraphic,nektonic,well-developed,carnivore,Ordovician,2,1.2126854649529348,-0.3623829276467828,0,42
Clelandia bispina,Ptychopariida,20239,Kingstoniidae,133733,Clelandia,20415,bispina,Gasconadian,,486.85,477.1,US,California,-116.610001,36.389999,estimated from map,2,Goodwin,bed,limestone,deep subtidal ramp,macrofossils,"body,replaced with silica","USGS loc. D1394 CO, Funeral Mountains",biostratigraphic,low-level epifaunal,well-developed,carnivore,Ordovician,2,1.2126854649529348,-0.3697613745446953,0,42
Petigurus cullisoni,Proetida,21062,Bathyuridae,124260,Petigurus,21303,cullisoni,Cassinian,,483.4,471.3,US,Oklahoma,-97.143333,34.372223,estimated from map,seconds,Kindblade,bed,lime mudstone,shallow subtidal indet.,macrofossils,body,I-921,biostratigraphic,low-level epifaunal,well-developed,detritivore,Ordovician,1,-0.03391346657626163,-0.3623829276467828,1,42
Asaphellus aspinus,Asaphida,19834,Asaphidae,82596,Asaphellus,19861,aspinus,Furongian,,497.0,486.85,AR,,-65.688004,-23.615999,estimated from map,3,Lampazar,bed,shale,offshore,macrofossils,body,Quebrada Totora - QT4,paleoecologic,low-level epifaunal,well-developed,carnivore,,1,-0.03391346657626163,-0.37339232350417834,0,3
Changqingia chalcon,Ptychopariida,20239,Solenopleuridae,133819,Changqingia,20402,chalcon,Taijangian,,506.5,504.5,CN,Shaanxi,110.466667,35.566666,based on nearby landmark,minutes,Zhangxia,group of beds,limestone,carbonate indet.,macrofossils,"cast,mold/impression","Hancheng, Manchuriella zone",taxonomic,low-level epifaunal,well-developed,carnivore,Cambrian,0,-1.280512398105458,-0.3697613745446953,0,10
Protemnites waergangensis,Olenida,392207,Pterocephaliidae,84716,Protemnites,20880,waergangensis,Taoyuanian,,495.2,486.85,CN,Hunan,110.949997,29.133333,based on nearby landmark,minutes,Huaqiao,bed,limestone,slope,macrofossils,"cast,mold/impression","Shenjiawan, unit 7, 22",taxonomic,low-level epifaunal,well-developed,carnivore,,0,-1.280512398105458,2.9650455947417167,0,10
Inouyia capax,Ptychopariida,20239,Inouyiidae,201758,Inouyia,20581,capax,Taijangian,,506.5,504.5,CN,Henan,114.050003,35.416668,based on political unit,minutes,Hsuchuang,bed,limestone,carbonate indet.,macrofossils,"cast,mold/impression","Chishanhe, Jixian, bed 27",taxonomic,low-level epifaunal,,detritivore,Cambrian,0,-1.280512398105458,-0.3697613745446953,1,10
Nyaya nyaensis,Proetida,21062,Hystricuridae,133751,Nyaya,20758,nyaensis,Tremadocian,,486.85,477.1,RU,Krasnoyar,88.816666,68.0,based on nearby landmark,minutes,Nya,group of beds,limestone,perireef or subreef,macrofossils,"cast,mold/impression","Kulyumbe River, unit 34",taxonomic,low-level epifaunal,well-developed,detritivore,Ordovician,0,-1.280512398105458,-0.3623829276467828,1,35
Serrania verae,Redlichiida,19346,Bigotinidae,155127,Serrania,155842,verae,Atdabanian,,521.0,516.0,EU,,-4.766667,37.950001,estimated from map,minutes,Pedroche,bed,sandstone,shallow subtidal indet.,"macrofossils,mesofossils","body,trace","Puente de Hierro section, 4m-6m",taxonomic,low-level epifaunal,well-developed,detritivore,Cambrian,2,1.2126854649529348,-0.3777673928677036,1,13
Emanuelaspis (Emanuelaspis) nicolli,Asaphida,19834,Asaphidae,82596,Emanuelaspis (Emanuelaspis),296592,nicolli,Bendigonian,,474.9,473.1,AU,Western Australia,125.916664,-18.65,estimated from map,minutes,Emanuel,bed,limestone,,mesofossils,body,Section 705/117,biostratigraphic,low-level epifaunal,well-developed,carnivore,Ordovician,1,-0.03391346657626163,-0.37339232350417834,0,4
Pseudosphaerexochus laticeps,Phacopida,21421,Cheiruridae,85334,Pseudosphaerexochus,21741,laticeps,Nabala,,450.5,449.9,EU,Dalarne,13.525,58.186111,based on political unit,seconds,Bestorp Limestone,member,lime mudstone,marine indet.,"macrofossils,mesofossils",body,"Mösseberg, Bestorp",taxonomic,low-level epifaunal,well-developed,carnivore,Ordovician,1,-0.03391346657626163,-0.3591643827666484,0,13
Megistaspis (Megistaspis) polyphemus,Asaphida,19834,Asaphidae,82596,Megistaspis (Megistaspis),20055,polyphemus,Volkhov,,471.3,469.1,EU,Bornholm,14.877778,55.041668,,seconds,Komstad,bed,limestone,carbonate indet.,macrofossils,body,"Skelbro quarry, Bed-21",taxonomic,low-level epifaunal,well-developed,carnivore,Ordovician,1,-0.03391346657626163,-0.37339232350417834,0,13
Pliomera fisheri,Phacopida,21421,Pliomeridae,124266,Pliomera,21716,fischeri,Kunda,,469.1,464.3,EU,,16.870556,57.082222,estimated from map,seconds,Holen,,limestone,marine indet.,macrofossils,body,Stenninge section trilobites (power-line pole 3),biostratigraphic,low-level epifaunal,well-developed,carnivore,Ordovician,1,-0.03391346657626163,-0.3591643827666484,0,13
Ascetopeltis bockeliei,Proetida,21062,Tropidocoryphidae,481277,Ascetopeltis,21847,bockeliei,Pirgu,,449.5,445.2,EU,,6.083333,52.516666,,minutes,Öjlemyr,formation,chert,carbonate indet.,macrofossils,"body,mold/impression",Zwolle,taxonomic,low-level epifaunal,,detritivore,Ordovician,2,1.2126854649529348,-0.3623829276467828,1,13
Bonnia parvula,Corynexochida,19472,Dorypygidae,95207,Bonnia,19506,parvula,Dyeran,,515.3,509.7,CA,Labrador,-56.960835,51.466667,estimated from map,seconds,Forteau,,limestone,"reef, buildup or bioherm","macrofossils,mesofossils",body,"K08-F3, Upper Limestone Member",biostratigraphic,nektobenthic,well-developed,carnivore,Cambrian,1,-0.03391346657626163,-0.37663776430253115,0,9
Cedarina cordillerae,Olenida,392207,Cedariidae,133753,Cedarina,20396,cordillerae,Guzhangian,,500.5,497.0,US,Texas,-98.614166,30.921667,estimated from map,seconds,Riley,bed,sandstone,marine indet.,macrofossils,body,LL-325,taxonomic,low-level epifaunal,well-developed,carnivore,Cambrian,1,-0.03391346657626163,2.9650455947417167,0,42
Rhombampyx yii,Trinucleida,198568,Raphiophoridae,124265,Rhombampyx,20175,yii,Dapingian,,471.3,469.4,CN,Hubei,111.374001,30.8605,estimated from map,4,Dawan,bed,shale,marine indet.,macrofossils,"body,original calcite","SHod19, Huanghuachang section",taxonomic,low-level epifaunal,blind,detritivore,Ordovician,2,1.2126854649529348,1.2290126921112443,1,10
Dalaspis obsoleta,Odontopleurida,19772,Odontopleuridae,56895,Dalaspis,358668,obsoleta,Wenlock,,432.9,426.7,US,Arkansas,-91.633331,35.766666,based on political unit,minutes,St. Clair Limestone,formation,grainstone,deep subtidal ramp,macrofossils,body,USNM 438c. Searcy Spring,taxonomic,low-level epifaunal,well-developed,carnivore,Silurian,1,-0.03391346657626163,-0.37394817248069184,0,42
Walcottaspis vanhornei,Asaphida,19834,Dikelocephalidae,133764,Walcottaspis,20227,vanhornei,Sunwaptan,,493.5,488.9,US,Minnesota,-91.423889,43.766666,stated in text,seconds,St. Lawrence,bed,dolomite,carbonate indet.,macrofossils,body,"Intersection of Carlson Road and Hwy 16, ∼4 km west of Hokah",taxonomic,low-level epifaunal,well-developed,carnivore,Cambrian,1,-0.03391346657626163,-0.37339232350417834,0,42
Bolbolenellus dodoensis,Redlichiida,19346,Biceratopsidae,366996,Bolbolenellus,19115,dodoensis,Dyeran,,515.3,509.7,CA,Northwest Territory,-127.264999,64.9375,stated in text,seconds,Mount Clark,bed,siltstone,marine indet.,macrofossils,body,Dodo Canyon. 17 m,taxonomic,low-level epifaunal,,detritivore,Cambrian,1,-0.03391346657626163,-0.3777673928677036,1,9
Daguinaspis ambroggii,Redlichiida,19346,Fallotaspididae,152762,Daguinaspis,19124,ambroggii,Atdabanian,,521.0,516.0,EU,Ant-Atlas,-8.83,30.4,,minutes,Amouslek,bed,mudstone,marine indet.,mesofossils,"body,cast","CH-11 (=F5), Tazemmourt Section",taxonomic,low-level epifaunal,well-developed,detritivore,Cambrian,2,1.2126854649529348,-0.3777673928677036,1,13
Pterocephalia sanctisabae,Olenida,392207,Pterocephaliidae,84716,Pterocephalia,20160,sanctisabae,Franconian,Dolgellian,497.0,486.85,US,Missouri,-90.532776,37.836666,,seconds,Davis,group of beds,shale,transition zone/lower shoreface,,body,"Strimple Collection, Davis Formation, Missouri - Stitt 1983",taxonomic,low-level epifaunal,well-developed,carnivore,,1,-0.03391346657626163,2.9650455947417167,0,42
Prokops prokopi,Phacopida,21421,Phacopidae,56891,Prokops,21729,prokopi,Pragian,Middle Devonian,413.02,382.31,EU,,14.0,50.0,,degrees,,,lime mudstone,shallow subtidal indet.,,body,"Reedops-Odontochile Assemblage of the Pragian(Barrandian, Cze) Assemblage 7",paleoecologic,low-level epifaunal,well-developed,carnivore,Devonian,1,-0.03391346657626163,-0.3591643827666484,0,13
Sceptaspis lincolnensis,Phacopida,21421,Pterygometopidae,133731,Sceptaspis,21767,lincolnensis,Kirkfieldian,,457.3,449.6,US,"Illinois, Iowa",-90.5,42.0,estimated from map,degrees,Ion,member,shale,carbonate indet.,macrofossils,,"Sardeson Collection, Ion Formation, St. James Member, Illinois and Iowa",biostratigraphic,low-level epifaunal,well-developed,carnivore,Ordovician,0,-1.280512398105458,-0.3591643827666484,0,42
Dechenella (Dechenella) maclareni,Proetida,21062,Proetidae,56726,Dechenella (Dechenella),21144,maclareni,Emsian,,410.62,393.47,CA,Nunavut,-99.0,76.300003,estimated from map,1,Blue Fiord,group of beds,limestone,shallow subtidal indet.,macrofossils,body,"Great Day Creek Section, Bathurst Island, Unit 15, Blue Fiord Formation",biostratigraphic,low-level epifaunal,well-developed,detritivore,Devonian,1,-0.03391346657626163,-0.3623829276467828,1,9
Cyphaspis convexum,Proetida,21062,Otarionidae,124256,Cyphaspis,21134,convexum,Early Emsian,,410.62,399.5,EU,Aragon,-1.066667,41.133331,based on nearby landmark,minutes,Mariposas,member,shale,marine indet.,macrofossils,body,"Mariposas Fmn, submember d4a-beta, Nogueras area",biostratigraphic,low-level epifaunal,,detritivore,Devonian,1,-0.03391346657626163,-0.3623829276467828,1,13
Flexicalymene forcipata,Phacopida,21421,Calymenidae,85380,Flexicalymene,21574,forcipata,Longvillian,,457.2,455.0,EU,Lenister,-7.166667,53.416668,estimated from map,minutes,Campile,group of beds,siltstone,transition zone/lower shoreface,macrofossils,body,"Duncannon Group, Slieveroe",general faunal/floral,nektobenthic,well-developed,carnivore,Ordovician,1,-0.03391346657626163,-0.3591643827666484,0,13
Basilicus tyrannus,Asaphida,19834,Asaphidae,82596,Basilicus,19872,tyrannus,Late Llanvirn,,461.1,458.2,EU,Wales,-4.0,52.0,,degrees,Ffairfach Flags and Grits,bed,limestone,transition zone/lower shoreface,macrofossils,body,"Sowerbyella Assem Phase 1 Samp F53, Flags and Grits, Ffairfach Group",paleoecologic,low-level epifaunal,well-developed,carnivore,Ordovician,1,-0.03391346657626163,-0.37339232350417834,0,13
Lachnostoma latucelsum,Asaphida,19834,Asaphidae,82596,Lachnostoma,20016,latucelsum,Early Ordovician,,486.85,471.3,US,Utah,-113.459999,38.849998,estimated from map,2,Wah Wah,bed,grainstone,shallow subtidal indet.,macrofossils,"body,original calcite,replaced with calcite,replaced with silica",3/27/00#3,paleoecologic,low-level epifaunal,well-developed,carnivore,Ordovician,4,3.705883328011328,-0.37339232350417834,0,42
Amphilichas minganensis,Lichida,19721,Lichidae,123406,Amphilichas,19724,minganensis,Whiterockian,,471.3,457.3,US,New York,-73.416496,44.608101,based on nearby landmark,4,Day Point,,limestone,carbonate indet.,"macrofossils,mesofossils","body,replaced with silica",PB15,biostratigraphic,low-level epifaunal,well-developed,carnivore,Ordovician,2,1.2126854649529348,-0.3744054030904045,0,42
Megistaspis (Ekeraspis) nevadensis,Asaphida,19834,Asaphidae,82596,Megistaspis (Ekeraspis),20055,nevadensis,Stairsian,,483.4,481.7,US,Nevada,-115.379997,37.34,estimated from map,2,Goodwin,bed,limestone,deep subtidal ramp,macrofossils,"body,replaced with silica",D1689 CO,biostratigraphic,low-level epifaunal,well-developed,carnivore,Ordovician,2,1.2126854649529348,-0.37339232350417834,0,42
Isoteloides peri,Asaphida,19834,Asaphidae,82596,Isoteloides,19999,peri,Cassinian,,483.4,471.3,US,Oklahoma,-97.143333,34.372223,estimated from map,seconds,Kindblade,bed,lime mudstone,shallow subtidal indet.,macrofossils,body,I-926,biostratigraphic,low-level epifaunal,well-developed,carnivore,Ordovician,1,-0.03391346657626163,-0.37339232350417834,0,42
